,Unnamed: 0.1,Unnamed: 0,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
150,164,220,Mahoutsukai ni Taisetsu na Koto,Someday's Dreamers,魔法遣いに大切なこと,TV,Manga,Rondo Robe,Drama,J.C.Staff,12.0,24 min per ep,PG-13 - Teens 13 or older,6.82,5478.0,4334.0,2960.0,34.0,Unknown,Winter,2003
151,165,221,Kiddy Grade,Kiddy Grade,キディ・グレイド,TV,Original,gimik,Sci-Fi,Gonzo,24.0,23 min per ep,R+ - Mild Nudity,7.27,14758.0,2581.0,2081.0,261.0,Unknown,Fall,2002
154,168,224,Mahoromatic 2,Mahoromatic ~Something More Beautiful~,まほろまてぃっく  ~もっと美しいもの~,TV,Manga,Pioneer LDC,Ecchi,Gainax,14.0,24 min per ep,R+ - Mild Nudity,7.24,13244.0,2708.0,2530.0,43.0,Unknown,Fall,2002
155,169,225,Viewtiful Joe,Beauty Joe,ビューティフル ジョー,TV,Game,TV Tokyo,Sci-Fi,Group TAC,51.0,20 min per ep,PG-13 - Teens 13 or older,6.84,3254.0,4266.0,4441.0,25.0,Saturdays at 07:00 (JST),Fall,2004
157,171,227,Animal Yokochou,Animal Lane,アニマル横町,TV,Manga,TV Tokyo,Adventure,Studio Gallop,51.0,23 min per ep,G - All Ages,6.97,387.0,3752.0,7531.0,7.0,Tuesdays at 18:00 (JST),Fall,2005
158,172,229,Angel Heart,Angel Heart,エンジェル・ハート,TV,Manga,Aniplex,Romance,TMS Entertainment,50.0,23 min per ep,PG-13 - Teens 13 or older,7.34,3681.0,2301.0,3665.0,57.0,Tuesdays at Unknown,Fall,2005
159,174,231,Area 88 (TV),Area 88,エリア８８,TV,Manga,TV Asahi,Romance,Group TAC,12.0,25 min per ep,PG-13 - Teens 13 or older,7.1,3794.0,3275.0,4028.0,55.0,Unknown,Winter,2004
160,176,233,B'T X,B`t X Beat X,B`T X　ビート・エックス,TV,Manga,Tokyo Movie Shinsha,Adventure,TMS Entertainment,25.0,22 min per ep,PG-13 - Teens 13 or older,7.14,3538.0,3110.0,4452.0,46.0,Saturdays at 17:30 (JST),Spring,1996
161,177,234,Bakuten Shoot Beyblade,Beyblade,爆転シュート　ベイブレード,TV,Manga,d-rights,Sports,Madhouse,51.0,23 min per ep,PG - Children,6.8,42088.0,4411.0,1376.0,301.0,Mondays at 18:00 (JST),Winter,2001
162,178,235,Comic Party,Comic Party,こみっくパーティー,TV,Visual novel,KSS,Comedy,OLM,13.0,24 min per ep,PG-13 - Teens 13 or older,6.64,6213.0,5152.0,3341.0,27.0,Unknown,Spring,2001
163,179,236,Seikai no Monshou,Crest of the Stars,星界の紋章,TV,Light novel,Bandai Visual,Sci-Fi,Sunrise,13.0,26 min per ep,PG-13 - Teens 13 or older,7.77,13723.0,960.0,2122.0,373.0,Unknown,Winter,1999
164,180,237,Dear Boys,Hoop Days,ディア・ボーイズ,TV,Manga,OB Planning,Sports,A.C.G.T.,26.0,24 min per ep,PG-13 - Teens 13 or older,6.94,7357.0,3860.0,3275.0,45.0,Unknown,Spring,2003
166,182,239,Dragon Drive,Dragon Drive,ドラゴンドライブ,TV,Manga,Bandai Visual,Sci-Fi,Madhouse,38.0,25 min per ep,PG - Children,6.82,6952.0,4317.0,3100.0,45.0,Thursdays at 18:00 (JST),Summer,2002
167,183,240,Grenadier: Hohoemi no Senshi,Grenadier: The Beautiful Warrior,グレネーダー 〜ほほえみの閃士〜,TV,Manga,Shochiku,Ecchi,Group TAC,12.0,25 min per ep,PG-13 - Teens 13 or older,6.79,20859.0,4462.0,1842.0,66.0,Unknown,Fall,2004
168,186,247,Abenobashi Mahou☆Shoutengai,Magical☆Shopping Arcade Abenobashi,アベノ橋魔法☆商店街,TV,Original,Dentsu,Fantasy,Gainax,13.0,24 min per ep,R+ - Mild Nudity,7.33,25406.0,2333.0,1463.0,280.0,Unknown,Spring,2002
169,188,249,Zettai Shounen,Absolute boy,絶対少年,TV,Original,Bandai Visual,Mystery,Ajia-Do,26.0,25 min per ep,PG-13 - Teens 13 or older,6.99,2688.0,3720.0,3430.0,51.0,Saturdays at 08:06 (JST),Spring,2005
171,191,252,Ace wo Nerae!,Aim for Ace!,エースをねらえ!,TV,Manga,Tokyo Movie Shinsha,Romance,Madhouse,26.0,24 min per ep,PG-13 - Teens 13 or older,7.04,1530.0,3496.0,4764.0,44.0,Unknown,Fall,1973
174,194,262,Mousou Dairinin,Paranoia Agent,妄想代理人,TV,Original,WOWOW,Drama,Madhouse,13.0,24 min per ep,R+ - Mild Nudity,7.72,83102.0,1079.0,435.0,3075.0,Saturdays at 00:00 (JST),Winter,2004
176,196,264,Petshop of Horrors,Pet Shop of Horrors,Pet Shop of Horrors (ペットショップ・オブ・ホラーズ),TV,Manga,Trans Arts,Horror,Madhouse,4.0,22 min per ep,R - 17+ (violence & profanity),7.35,21726.0,2278.0,1908.0,287.0,Unknown,Winter,1999
177,198,266,Piano (TV),Piano: The Melody of a Young Girl's Heart,PIANO,TV,Original,animate Film,Romance,OLM,10.0,24 min per ep,G - All Ages,6.06,2442.0,7542.0,4645.0,6.0,Mondays at 20:00 (JST),Fall,2002
178,199,267,Planetes,Planetes,プラネテス,TV,Manga,Bandai Visual,Drama,Sunrise,26.0,25 min per ep,PG-13 - Teens 13 or older,8.35,49279.0,207.0,625.0,3033.0,Saturdays at 08:05 (JST),Fall,2003
179,200,268,Midori no Hibi,Midori Days,美鳥の日々,TV,Manga,Bandai Visual,Ecchi,Studio Pierrot,13.0,24 min per ep,R+ - Mild Nudity,7.38,64075.0,2155.0,847.0,531.0,Unknown,Spring,2004
180,201,269,Mahoujin Guruguru,Magical Circle Guru Guru,魔法陣グルグル,TV,Manga,Dentsu,Comedy,Nippon Animation,45.0,23 min per ep,G - All Ages,7.72,2128.0,1077.0,4551.0,60.0,Thursdays at 19:30 (JST),Fall,1994
181,202,270,Dokidoki♡Densetsu: Mahoujin Guruguru,Magical Circle Guru Guru 2,ドキドキ♡伝説 魔法陣グルグル,TV,Manga,TV Tokyo,Shounen,Nippon Animation,38.0,23 min per ep,G - All Ages,7.36,931.0,2228.0,6675.0,10.0,Tuesdays at 18:00 (JST),Spring,2000
182,204,272,Marmalade Boy,Marmalade Boy,ママレード・ボーイ,TV,Manga,Asahi Broadcasting,Comedy,Toei Animation,76.0,24 min per ep,PG-13 - Teens 13 or older,7.61,12916.0,1345.0,2214.0,474.0,Sundays at 08:30 (JST),Spring,1994
183,205,273,Matantei Loki Ragnarok,Mythical Detective Loki Ragnarok,魔探偵ロキ RAGNAROK,TV,Manga,TV Tokyo,Mystery,Studio Deen,26.0,24 min per ep,PG-13 - Teens 13 or older,7.37,12495.0,2189.0,2318.0,198.0,Unknown,Spring,2003
184,206,274,Ginyuu Mokushiroku Meine Liebe,Bard Revelation Meinelebe,吟遊黙示録 マイネリーベ,TV,Visual novel,Rondo Robe,Fantasy,Bee Train,13.0,24 min per ep,PG-13 - Teens 13 or older,6.5,3177.0,5780.0,3862.0,30.0,Thursdays at 22:30 (JST),Fall,2004
185,207,275,Psychic Academy,Psychic Academy,サイキックアカデミー煌羅万象,TV,Manga,Starchild Records,Comedy,E&G Films,24.0,11 min per ep,PG-13 - Teens 13 or older,6.31,3826.0,6605.0,4163.0,8.0,Unknown,Spring,2002
187,209,277,Serial Experiments Lain,Serial Experiments Lain,シリアルエクスペリメンツレイン,TV,Original,TV Tokyo,Mystery,Triangle Staff,13.0,23 min per ep,R - 17+ (violence & profanity),8.01,129678.0,558.0,229.0,11332.0,Tuesdays at 01:15 (JST),Summer,1998
189,211,279,Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,スパイラル -推理の絆-,TV,Manga,TV Tokyo,Mystery,J.C.Staff,25.0,23 min per ep,PG-13 - Teens 13 or older,7.33,18058.0,2368.0,1897.0,303.0,Tuesdays at 18:00 (JST),Fall,2002
190,212,280,Starship Operators,Starship Operators,スターシップ・オペレーターズ,TV,Light novel,Geneon Universal Entertainment,Sci-Fi,J.C.Staff,13.0,24 min per ep,PG-13 - Teens 13 or older,7.05,4064.0,3487.0,3691.0,37.0,Wednesdays at 18:00 (JST),Winter,2005
191,214,282,Futatsu no Spica,Twin Spica,ふたつのスピカ,TV,Manga,NHK,Supernatural,Group TAC,20.0,25 min per ep,PG-13 - Teens 13 or older,7.44,2796.0,1866.0,4515.0,61.0,Saturdays at 09:00 (JST),Fall,2003
192,215,283,Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,英國戀物語エマ,TV,Manga,Pony Canyon,Slice of Life,Studio Pierrot,12.0,25 min per ep,G - All Ages,7.75,11051.0,987.0,2155.0,217.0,Unknown,Spring,2005
194,218,286,Binzume Yousei,Bottle Fairy,瓶詰妖精,TV,Original,Hal Film Maker,Fantasy,Xebec,13.0,13 min per ep,G - All Ages,6.51,6173.0,5727.0,3385.0,50.0,Saturdays at Unknown,Fall,2003
195,220,288,Ojamajo Doremi,Magical DoReMi,おジャ魔女どれみ,TV,Original,Asahi Broadcasting,Comedy,Toei Animation,51.0,24 min per ep,G - All Ages,7.22,12815.0,2791.0,2378.0,325.0,Sundays at 08:30 (JST),Winter,1999
196,221,289,Ojamajo Doremi Sharp,Oja Witch Doremi #,おジャ魔女どれみ＃,TV,Original,Asahi Broadcasting,Comedy,Toei Animation,49.0,24 min per ep,G - All Ages,7.37,5821.0,2197.0,3737.0,49.0,Sundays at 08:30 (JST),Winter,2000
197,222,290,Motto! Ojamajo Doremi,More! Useless Witch Doremi,も〜っと！おジャ魔女どれみ,TV,Original,Asahi Broadcasting,Fantasy,Toei Animation,50.0,24 min per ep,G - All Ages,7.34,5820.0,2322.0,3653.0,78.0,Unknown,Winter,2001
199,224,292,UG☆Ultimate Girls,Ultimate Girls,UG☆アルティメットガール,TV,Unknown,m.o.e.,Sci-Fi,Studio Matrix,12.0,13 min per ep,R+ - Mild Nudity,5.67,2704.0,8564.0,4591.0,4.0,Unknown,Winter,2005
200,225,293,Shakugan no Shana,Shakugan no Shana: Season I,灼眼のシャナ,TV,Light novel,Geneon Universal Entertainment,School,J.C.Staff,24.0,24 min per ep,PG-13 - Teens 13 or older,7.63,190060.0,1294.0,166.0,5249.0,Thursdays at 00:45 (JST),Fall,2005
201,226,294,Fate/stay night,Fate/stay night,Fate/stay night,TV,Visual novel,Geneon Universal Entertainment,Supernatural,Studio Deen,24.0,24 min per ep,R - 17+ (violence & profanity),7.49,296268.0,1696.0,86.0,6098.0,Saturdays at 01:30 (JST),Winter,2006
202,227,298,Himiko-den,Legend of Himiko,火魅子伝,TV,Game,Rakuonsha,Adventure,Group TAC,12.0,23 min per ep,PG-13 - Teens 13 or older,6.31,1481.0,6588.0,5517.0,3.0,Thursdays at 01:45 (JST),Winter,1999
203,228,302,Gallery Fake,Gallery fake,ギャラリーフェイク,TV,Manga,TV Tokyo,Mystery,TMS Entertainment,37.0,25 min per ep,PG-13 - Teens 13 or older,7.57,2255.0,1449.0,4112.0,49.0,Unknown,Winter,2005
204,229,307,Boogiepop wa Warawanai: Boogiepop Phantom,Boogiepop Phantom,ブギーポップは笑わない Boogiepop Phantom,TV,Light novel,VAP,Supernatural,Madhouse,12.0,24 min per ep,R+ - Mild Nudity,7.22,18467.0,2765.0,1367.0,570.0,Thursdays at 01:45 (JST),Winter,2000
205,230,308,Burn Up Excess,Burn Up Excess,バーンナップEXCESS,TV,Original,AIC,Sci-Fi,Magic Bus,13.0,25 min per ep,PG-13 - Teens 13 or older,6.64,3256.0,5150.0,4409.0,17.0,Unknown,Winter,1998
206,231,313,Bannou Bunka Neko-Musume (1998),All Purpose Cultural Cat Girl Nuku Nuku TV,万能文化猫娘,TV,Original,Movic,Sci-Fi,Production Reed,12.0,23 min per ep,PG-13 - Teens 13 or older,6.62,1888.0,5241.0,5230.0,6.0,Wednesdays at 18:00 (JST),Winter,1998
207,232,317,Heppoko Jikken Animation Excel♥Saga,Excel Saga,へっぽこ実験アニメーション エクセル♥サーガ,TV,Manga,Victor Entertainment,Comedy,J.C.Staff,26.0,24 min per ep,R - 17+ (violence & profanity),7.55,36136.0,1516.0,1127.0,883.0,Fridays at 01:45 (JST),Fall,1999
208,233,321,Galaxy Angel,Galaxy Angel,ギャラクシーエンジェル,TV,Game,Bandai Visual,Sci-Fi,Madhouse,24.0,13 min per ep,PG-13 - Teens 13 or older,7.1,8395.0,3284.0,2838.0,158.0,Sundays at 00:30 (JST),Spring,2001
209,234,322,Gantz,Gantz,ガンツ,TV,Manga,Fuji TV,Ecchi,Gonzo,13.0,22 min per ep,R+ - Mild Nudity,7.17,116369.0,2987.0,372.0,2034.0,Unknown,Spring,2004
210,235,323,Gilgamesh,Gilgamesh,ギルガメッシュ,TV,Manga,Kansai Telecasting,Sci-Fi,Group TAC,26.0,23 min per ep,R - 17+ (violence & profanity),6.74,8302.0,4710.0,2314.0,156.0,Unknown,Fall,2003
211,236,324,H2,H2 [H2],Ｈ２[エイチ・ツー],TV,Unknown,Asahi Broadcasting,Comedy,Production Reed,41.0,24 min per ep,PG-13 - Teens 13 or older,7.34,2123.0,2310.0,4893.0,17.0,Thursdays at 19:00 (JST),Summer,1995
212,237,325,Haibane Renmei,Haibane Renmei,灰羽連盟,TV,Other,Kadokawa Shoten,Fantasy,Radix,13.0,24 min per ep,PG-13 - Teens 13 or older,8.02,64293.0,539.0,564.0,4751.0,Thursdays at 02:28 (JST),Fall,2002
214,239,328,Suzuka,Suzuka,涼風,TV,Manga,Marvelous,Shounen,Studio Comet,26.0,23 min per ep,PG-13 - Teens 13 or older,7.31,41093.0,2445.0,1095.0,645.0,Unknown,Summer,2005
215,240,330,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,幽☆遊☆白書,TV,Manga,Yomiko Advertising,Shounen,Studio Pierrot,112.0,24 min per ep,PG-13 - Teens 13 or older,8.48,148790.0,117.0,252.0,12216.0,Unknown,Fall,1992
216,241,332,Ai Yori Aoshi: Enishi,Ai Yori Aoshi: Enishi,藍より青し～縁～,TV,Manga,Geneon Universal Entertainment,Drama,J.C.Staff,12.0,23 min per ep,PG-13 - Teens 13 or older,7.22,25471.0,2760.0,1797.0,71.0,Unknown,Fall,2003
217,242,333,Gantz 2nd Stage,Gantz: Second Stage,ガンツ,TV,Manga,Fuji TV,Ecchi,Gonzo,13.0,23 min per ep,R+ - Mild Nudity,7.2,69102.0,2856.0,868.0,414.0,Unknown,Summer,2004
219,244,335,Seikai no Senki II,Banner of the Stars II,星界の戦旗 II,TV,Light novel,Bandai Visual,Action,Sunrise,10.0,25 min per ep,PG-13 - Teens 13 or older,7.91,9012.0,689.0,3136.0,100.0,Unknown,Summer,2001
220,245,338,Seihou Bukyou Outlaw Star,Outlaw Star,星方武侠アウトロースター,TV,Manga,Sotsu,Comedy,Sunrise,24.0,25 min per ep,R+ - Mild Nudity,7.95,45349.0,640.0,949.0,1921.0,Fridays at 01:15 (JST),Winter,1998
222,248,345,Tantei Gakuen Q,Detective School Q,探偵学園Q,TV,Manga,Group TAC,Shounen,Studio Pierrot,45.0,25 min per ep,PG-13 - Teens 13 or older,7.84,9402.0,832.0,2758.0,195.0,Unknown,Spring,2003
223,249,347,Gun x Sword,Gun x Sword,ガン×ソード,TV,Original,Studio Tulip,Shounen,AIC A.S.T.A.,26.0,24 min per ep,PG-13 - Teens 13 or older,7.34,24789.0,2309.0,1536.0,312.0,Unknown,Summer,2005
224,250,348,Kore ga Watashi no Goshujinsama,He is My Master,これが私の御主人様,TV,Manga,Geneon Universal Entertainment,Slice of Life,Gainax,12.0,24 min per ep,R+ - Mild Nudity,6.63,32523.0,5220.0,1417.0,134.0,Unknown,Spring,2005
225,251,352,Ragnarök The Animation,Ragnarok the Animation,RAGNARÖK THE ANIMATION,TV,Game,Frontier Works,Fantasy,G&G Entertainment,26.0,24 min per ep,PG-13 - Teens 13 or older,6.54,19127.0,5638.0,1992.0,113.0,Wednesdays at 01:30 (JST),Spring,2004
226,252,354,Samurai Deeper Kyou,Samurai Deeper Kyo,SAMURAI DEEPER KYO,TV,Manga,Starchild Records,Comedy,Studio Deen,26.0,24 min per ep,PG-13 - Teens 13 or older,6.99,21108.0,3714.0,1823.0,196.0,Tuesdays at 01:55 (JST),Summer,2002
227,253,356,Stratos 4,Stratos for,ストラトス・フォー,TV,Original,Bandai Visual,Sci-Fi,Studio Fantasia,13.0,23 min per ep,PG-13 - Teens 13 or older,6.72,3378.0,4821.0,4257.0,26.0,Unknown,Winter,2003
228,254,359,Dirty Pair,Dirty Pair,ダーティペア,TV,Light novel,Studio Nue,Comedy,Sunrise,24.0,25 min per ep,PG-13 - Teens 13 or older,7.22,3332.0,2771.0,3330.0,111.0,Unknown,Summer,1985
229,255,362,Kaleido Star,Kaleido Star,カレイドスター,TV,Original,TV Tokyo,Drama,Gonzo,51.0,23 min per ep,PG-13 - Teens 13 or older,8.03,23854.0,530.0,1552.0,1227.0,Saturdays at 09:30 (JST),Spring,2003
230,256,370,Magic Knight Rayearth,Magic Knight Rayearth,魔法騎士（マジックナイト）レイアース,TV,Manga,Yomiuri Telecasting,Drama,Tokyo Movie Shinsha,20.0,24 min per ep,PG-13 - Teens 13 or older,7.52,19538.0,1608.0,1852.0,445.0,Mondays at 19:30 (JST),Fall,1994
232,260,380,Weiß Kreuz Glühen,Knight Hunters Eternity,ヴァイスクロイツ・グリーエン,TV,Unknown,animate Film,Drama,ufotable,13.0,20 min per ep,R - 17+ (violence & profanity),6.66,3112.0,5089.0,4360.0,26.0,Unknown,Fall,2002
233,261,381,Weiß Kreuz,Knight Hunters,Weiß kreuz　ヴァイス　クロイツ,TV,Unknown,animate Film,Action,Plum,25.0,23 min per ep,PG-13 - Teens 13 or older,6.8,5739.0,4447.0,3367.0,170.0,Unknown,Spring,1998
234,263,389,Gokujou Seitokai,Best Student Council,極上生徒会,TV,Original,Konami,School,J.C.Staff,26.0,25 min per ep,PG-13 - Teens 13 or older,7.02,5023.0,3592.0,3373.0,57.0,Unknown,Spring,2005
236,265,400,Ghost in the Shell: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex,攻殻機動隊 STAND ALONE COMPLEX,TV,Manga,Bandai Visual,Action,Production I.G,26.0,25 min per ep,R - 17+ (violence & profanity),8.46,116528.0,128.0,299.0,7101.0,Unknown,Fall,2002
237,266,402,Karin,Karin,かりん,TV,Manga,WOWOW,Comedy,J.C.Staff,24.0,23 min per ep,PG-13 - Teens 13 or older,7.27,68637.0,2579.0,730.0,800.0,Fridays at 00:00 (JST),Fall,2005
238,269,405,To Heart,To Heart,トゥハート,TV,Visual novel,KSS,Slice of Life,OLM,13.0,25 min per ep,PG - Children,6.66,7375.0,5084.0,2913.0,45.0,Fridays at 00:35 (JST),Spring,1999
239,270,406,Tide-Line Blue,Tide Line Blue,タイドライン・ブルー,TV,Original,Bandai Visual,Adventure,Telecom Animation Film,12.0,23 min per ep,PG-13 - Teens 13 or older,6.72,2313.0,4825.0,5050.0,8.0,Thursdays at 02:40 (JST),Summer,2005
240,271,409,Ginban Kaleidoscope,Skating Rink Kaleidoscope,銀盤カレイドスコープ,TV,Light novel,Aniplex,Supernatural,Karaku,12.0,24 min per ep,PG-13 - Teens 13 or older,7.43,17570.0,1914.0,2045.0,161.0,Sundays at 02:40 (JST),Fall,2005
241,272,410,Sousei no Aquarion,Aquarion,創聖のアクエリオン,TV,Original,Media Factory,Supernatural,Satelight,26.0,24 min per ep,PG-13 - Teens 13 or older,7.17,23962.0,3010.0,1516.0,317.0,Unknown,Spring,2005
242,273,411,Ueki no Housoku,The Law of Ueki,うえきの法則,TV,Manga,Shogakukan Productions,Supernatural,Studio Deen,51.0,23 min per ep,PG-13 - Teens 13 or older,7.84,33057.0,835.0,1174.0,774.0,Mondays at 18:30 (JST),Spring,2005
244,275,413,Yu☆Gi☆Oh!: Duel Monsters GX,Yu-Gi-Oh! GX,遊☆戯☆王　デュエルモンスターズ GX,TV,Manga,TV Tokyo,Action,Studio Gallop,180.0,23 min per ep,PG-13 - Teens 13 or older,7.23,65845.0,2757.0,857.0,906.0,Unknown,Fall,2004
246,277,416,Damekko Doubutsu,Noisy animal,だめっこどうぶつ,TV,4-koma manga,SKY Perfect Well Think,Slice of Life,Magic Bus,26.0,5 min per ep,G - All Ages,7.38,4609.0,2146.0,4127.0,59.0,Unknown,Winter,2005
247,278,417,Kino no Tabi: The Beautiful World,Kino's Journey,キノの旅 -the Beautiful World-,TV,Light novel,WOWOW,Action,A.C.G.T.,13.0,24 min per ep,R - 17+ (violence & profanity),8.41,55378.0,167.0,574.0,4886.0,Tuesdays at 18:30 (JST),Spring,2003
248,279,418,Girls Bravo: Second Season,Girls Bravo: Second Season,GIRLSブラボー second season,TV,Manga,WOWOW,Romance,AIC Spirits,13.0,23 min per ep,R+ - Mild Nudity,6.81,38209.0,4371.0,1330.0,136.0,Unknown,Winter,2005
249,280,419,Kamichu!,Kamichu!,かみちゅ!,TV,Original,Aniplex,Slice of Life,Brain's Base,12.0,26 min per ep,G - All Ages,7.46,13187.0,1811.0,1878.0,207.0,Unknown,Summer,2005
251,282,421,Bakuretsu Hunters,Sorcerer Hunters,爆れつハンター,TV,Manga,Sotsu,Adventure,Xebec,26.0,25 min per ep,R - 17+ (violence & profanity),6.8,4740.0,4410.0,3453.0,34.0,Tuesdays at 18:00 (JST),Fall,1995
252,285,430,Fushigiboshi no☆Futagohime,Mysterious star ☆ Futago princess,ふしぎ星の☆ふたご姫,TV,Original,TV Tokyo,Comedy,Hal Film Maker,51.0,24 min per ep,G - All Ages,7.39,2173.0,2091.0,4599.0,70.0,Unknown,Spring,2005
253,286,431,Glass no Kamen,Glass mask,ガラスの仮面,TV,Manga,Studio Jack,Romance,Eiken,23.0,24 min per ep,PG-13 - Teens 13 or older,7.46,1628.0,1806.0,5006.0,32.0,Unknown,Spring,1984
254,287,433,Tottoko Hamtarou,Hamtaro,とっとこハム太郎,TV,Manga,TV Tokyo,Comedy,TMS Entertainment,296.0,25 min per ep,G - All Ages,7.03,14175.0,3577.0,2023.0,185.0,Fridays at 18:30 (JST),Summer,2000
255,288,434,I My Me! Strawberry Eggs,I My Me! Strawberry Eggs,あぃまぃみぃ！ストロベリー・エッグ,TV,Original,Pioneer LDC,Slice of Life,TNK,13.0,25 min per ep,PG-13 - Teens 13 or older,6.88,15751.0,4096.0,2337.0,100.0,Wednesdays at 18:30 (JST),Summer,2001
256,289,435,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,Kakyusei 2,下級生２ ～瞳の中の少女たち～,TV,Visual novel,Soft Garage,Romance,Arms,13.0,24 min per ep,PG-13 - Teens 13 or older,5.93,976.0,7890.0,5602.0,6.0,Unknown,Fall,2004
257,290,440,Keroro Gunsou,Sgt. Frog,ケロロ軍曹,TV,Manga,TV Tokyo,Shounen,Sunrise,358.0,23 min per ep,PG-13 - Teens 13 or older,7.85,12371.0,803.0,1839.0,851.0,Unknown,Spring,2004
258,292,443,Mahoraba: Heartful days,Mahoraba ~ Heartful days ~,まほらば ~Heartful days~,TV,Manga,Starchild Records,Drama,J.C.Staff,26.0,23 min per ep,PG-13 - Teens 13 or older,7.39,8268.0,2107.0,2919.0,100.0,Unknown,Winter,2005
260,294,450,Pokemon,Pokémon,ポケットモンスター,TV,Game,TV Tokyo,Fantasy,OLM,276.0,24 min per ep,PG - Children,7.42,184663.0,1976.0,225.0,3997.0,Thursdays at 19:00 (JST),Spring,1997
261,295,452,Saishuu Heiki Kanojo,"She, The Ultimate Weapon",最終兵器彼女,TV,Manga,Toei Video,Romance,Gonzo,13.0,24 min per ep,R - 17+ (violence & profanity),7.25,28932.0,2676.0,1283.0,529.0,Unknown,Summer,2002
262,296,453,Bishoujo Senshi Sailor Moon,Sailor Moon,美少女戦士セーラームーン,TV,Manga,TV Asahi,Romance,Toei Animation,46.0,24 min per ep,PG-13 - Teens 13 or older,7.74,101169.0,1006.0,453.0,7138.0,Unknown,Spring,1992
264,299,457,Slayers,Slayers,スレイヤーズ,TV,Light novel,J.C.Staff,Adventure,E&G Films,26.0,22 min per ep,PG-13 - Teens 13 or older,7.83,44471.0,853.0,997.0,1779.0,Fridays at 18:30 (JST),Spring,1995
265,300,458,Slayers Next,Slayers Next,スレイヤーズNEXT,TV,Light novel,J.C.Staff,Fantasy,E&G Films,26.0,24 min per ep,PG-13 - Teens 13 or older,8.11,28141.0,437.0,1678.0,737.0,Fridays at 18:30 (JST),Spring,1996
266,301,461,Shin Tenchi Muyou!,Tenchi in Tokyo,新・天地無用!,TV,Original,Pioneer LDC,Comedy,AIC,26.0,23 min per ep,PG-13 - Teens 13 or older,6.94,13919.0,3889.0,2451.0,95.0,Tuesdays at 18:00 (JST),Spring,1997
267,303,468,Wind: A Breath of Heart (TV),Wind -a breath of heart-,Wind -a breath of heart-,TV,Visual novel,Frontier Works,Drama,Radix,13.0,12 min per ep,PG-13 - Teens 13 or older,6.07,3181.0,7516.0,4135.0,6.0,Unknown,Summer,2004
268,304,471,Yu☆Gi☆Oh!,Yu ☆ Gi -Oh,遊☆戯☆王,TV,Manga,Nihon Ad Systems,Comedy,Toei Animation,27.0,24 min per ep,PG-13 - Teens 13 or older,7.29,73290.0,2532.0,752.0,803.0,Saturdays at 18:00 (JST),Spring,1998
269,306,473,Digimon Adventure,Digimon: Digital Monsters,デジモンアドベンチャー,TV,Original,Yomiko Advertising,Comedy,Toei Animation,54.0,24 min per ep,PG - Children,7.87,159782.0,758.0,326.0,3888.0,Sundays at 09:00 (JST),Spring,1999
270,307,474,Yami no Matsuei,Descendants of Darkness,闇の末裔,TV,Manga,Starchild Records,Horror,J.C.Staff,13.0,23 min per ep,R - 17+ (violence & profanity),7.18,19215.0,2977.0,1915.0,412.0,Unknown,Fall,2000
271,308,475,Koutetsu Tenshi Kurumi,Steel Angel Kurumi,鋼鉄天使くるみ,TV,Original,Pony Canyon,Drama,OLM,24.0,15 min per ep,R+ - Mild Nudity,6.85,8038.0,4210.0,3002.0,64.0,Tuesdays at 19:00 (JST),Fall,1999
